,height,link,weight
1666,6-4,/players/S/SilaSa00.htm,255lb
1667,6-4,/players/S/SimoJi20.htm,240lb
1668,6-3,/players/S/SkagJi20.htm,250lb
1669,5-10,/players/S/SkloJo20.htm,200lb
1670,6-4,/players/S/SmitJa00.htm,235lb
1671,6-4,/players/S/StafDi20.htm,255lb
1672,6-0,/players/S/StriTo20.htm,185lb
1673,6-4,/players/S/SutrJo20.htm,245lb
1674,6-0,/players/T/TarkFr00.htm,190lb
1675,6-3,/players/T/TaylBo20.htm,240lb
1676,6-0,/players/T/TaylSa00.htm,194lb
1677,6-3,/players/T/ThibJi21.htm,230lb
1678,6-3,/players/T/ThomJi22.htm,255lb
1679,6-2,/players/T/TingMi00.htm,237lb
1680,6-2,/players/T/TripBi00.htm,215lb
1681,6-1,/players/T/TurnBa00.htm,179lb
1682,6-2,/players/V/VonSAn20.htm,229lb
1683,6-0,/players/W/WarnCh00.htm,176lb
1684,6-4,/players/W/WashDa01.htm,228lb
1685,5-11,/players/W/WhitNa20.htm,180lb
1686,6-3,/players/W/WillCl23.htm,250lb
1687,6-4,/players/W/WillMa26.htm,250lb
1688,6-0,/players/W/WilsEd00.htm,190lb
1689,5-11,/players/W/WinsRo20.htm,222lb
1690,6-3,/players/W/WintBi20.htm,220lb
1691,6-0,/players/Y/YaccJo20.htm,190lb
1692,6-2,/players/A/AdamEd20.htm,235lb
1693,6-2,/players/A/AdamWi20.htm,235lb
1694,6-3,/players/A/AldrLi20.htm,254lb
1695,5-11,/players/A/AlexKe01.htm,187lb
1696,6-1,/players/A/AlleJe00.htm,200lb
1697,6-1,/players/A/AndeBi21.htm,195lb
1698,6-3,/players/A/AtkiFr20.htm,240lb
1699,6-1,/players/A/AuerJo00.htm,200lb
1700,6-3,/players/B/BakeJo23.htm,230lb
1701,6-3,/players/B/BakeTe00.htm,200lb
1702,6-2,/players/B/BarnSt20.htm,255lb
1703,5-10,/players/B/BarrOd00.htm,180lb
1704,6-5,/players/B/BattJi21.htm,235lb
1705,6-2,/players/B/BattPa20.htm,225lb
1706,6-5,/players/B/BedsHa00.htm,236lb
1707,6-5,/players/B/BehrDa00.htm,260lb
1708,5-11,/players/B/BenzLa20.htm,185lb
1709,6-1,/players/B/BohoRe20.htm,260lb
1710,6-4,/players/B/BrabDa20.htm,235lb
1711,6-1,/players/B/BramJo00.htm,220lb
1712,6-2,/players/B/BreeGe20.htm,230lb
1713,6-0,/players/B/BrezBo20.htm,200lb
1714,6-1,/players/B/BrigBo00.htm,228lb
1715,6-4,/players/B/BrowBo03.htm,280lb
1716,6-3,/players/B/BrumDo00.htm,245lb
1717,6-0,/players/B/BryaCh00.htm,207lb
1718,6-4,/players/B/BurkVe00.htm,215lb
1719,6-3,/players/B/ButsHa20.htm,225lb
1720,6-0,/players/B/ByrdBu00.htm,211lb
1721,6-4,/players/C/CaffLe00.htm,240lb
1722,6-3,/players/C/CahiDa20.htm,245lb
1723,6-0,/players/C/CallLe20.htm,190lb
1724,6-3,/players/C/CanaWh20.htm,245lb
1725,6-2,/players/C/CarpRo22.htm,230lb
1726,6-1,/players/C/CarsKe00.htm,200lb
1727,6-3,/players/C/CaylLo20.htm,205lb
1728,6-1,/players/C/CheeB.20.htm,229lb
1729,6-0,/players/C/ChuyDo20.htm,260lb
1730,6-2,/players/C/ClarDe02.htm,220lb
1731,6-0,/players/C/ClayOz20.htm,190lb
1732,6-2,/players/C/ConnDa00.htm,230lb
1733,6-2,/players/C/CostDa00.htm,250lb
1734,6-6,/players/C/CostPa00.htm,268lb
1735,6-4,/players/C/CostTo20.htm,220lb
1736,6-2,/players/C/CrenWi00.htm,230lb
1737,6-3,/players/C/CrutTo20.htm,229lb
1738,6-3,/players/C/CummEd20.htm,232lb
1739,6-0,/players/C/CuozGa00.htm,195lb
1740,6-3,/players/D/DaniDa20.htm,245lb
1741,6-5,/players/D/DaviRo25.htm,260lb
1742,6-3,/players/D/DickWa20.htm,260lb
1743,6-0,/players/D/DillTe20.htm,193lb
1744,6-0,/players/D/DobbOl20.htm,182lb
1745,6-4,/players/D/DunaJi00.htm,277lb
1746,6-0,/players/D/DuncRi20.htm,208lb
1747,6-2,/players/D/DunnPe00.htm,210lb
1748,6-4,/players/E/EveyDi20.htm,245lb
1749,6-3,/players/F/FairBi20.htm,228lb
1750,6-6,/players/F/FarrCu20.htm,264lb
1751,6-3,/players/F/FaulSt20.htm,245lb
1752,5-10,/players/F/FitzMi21.htm,180lb
1753,6-1,/players/F/FlatPa00.htm,187lb
1754,6-1,/players/F/FranDa20.htm,210lb
1755,5-10,/players/G/GambBi00.htm,175lb
1756,5-11,/players/G/GarrJ.00.htm,195lb
1757,6-0,/players/G/GentCu20.htm,185lb
1758,6-0,/players/G/GlueLa20.htm,190lb
1759,5-11,/players/G/GoodRo00.htm,180lb
1760,6-0,/players/G/GordCo20.htm,187lb
1761,6-1,/players/G/GossBr20.htm,204lb
1762,6-1,/players/G/GrahAr00.htm,205lb
1763,6-0,/players/G/GrahKe01.htm,210lb
1764,6-0,/players/G/GrayJi20.htm,180lb
1765,6-3,/players/G/GrimDa20.htm,245lb
1766,6-3,/players/G/GrosGe20.htm,270lb
1767,6-1,/players/G/GrunSa20.htm,242lb
1768,6-0,/players/G/GuyxLo20.htm,190lb
1769,6-2,/players/H/HanbCh00.htm,218lb
1770,6-1,/players/H/HeckRa20.htm,230lb
1771,6-4,/players/H/HeetGe00.htm,230lb
1772,6-1,/players/H/HermDa00.htm,255lb
1773,6-2,/players/H/HeroKe00.htm,230lb
1774,6-5,/players/H/HillDa21.htm,260lb
1775,6-4,/players/H/HillWi00.htm,270lb
1776,6-0,/players/H/HoffDa00.htm,207lb
1777,6-0,/players/H/HohnBo20.htm,185lb
1778,6-2,/players/H/HopkJe20.htm,235lb
1779,6-5,/players/H/HoweLa20.htm,257lb
1780,6-1,/players/H/HubbBr00.htm,235lb
1781,6-1,/players/H/HutcTo00.htm,190lb
1782,6-3,/players/J/JackRi00.htm,255lb
1783,6-1,/players/J/JacoAl00.htm,215lb
1784,6-2,/players/J/JacoJa21.htm,200lb
1785,6-5,/players/J/JencBo20.htm,227lb
1786,6-5,/players/J/JohnJo21.htm,260lb
1787,5-11,/players/J/JohnRu01.htm,190lb
1788,6-2,/players/J/JoneHo00.htm,215lb
1789,6-3,/players/J/JoneJi01.htm,195lb
1790,6-1,/players/J/JordLe00.htm,221lb
1791,6-4,/players/K/KaniJi20.htm,270lb
1792,6-0,/players/K/KassKa00.htm,195lb
1793,6-6,/players/K/KindHo21.htm,265lb
1794,6-2,/players/K/KochRo00.htm,205lb
1795,6-3,/players/K/KoseTe20.htm,195lb
1796,6-3,/players/K/KuppJa00.htm,248lb
1797,6-3,/players/L/LamoDa00.htm,215lb
1798,6-2,/players/L/LaskFr20.htm,265lb
1799,5-11,/players/L/LawsAl20.htm,190lb
1800,5-10,/players/L/LisbDo00.htm,197lb
1801,6-1,/players/L/LogaJe00.htm,185lb
1802,5-10,/players/L/LogaOb20.htm,180lb
1803,6-1,/players/L/LoriTo00.htm,217lb
1804,6-1,/players/M/MackEa20.htm,195lb
1805,6-2,/players/M/MackJo00.htm,224lb
1806,6-5,/players/M/MaczJo20.htm,250lb
1807,6-2,/players/M/MallFr20.htm,245lb
1808,6-2,/players/M/MandDa00.htm,250lb
1809,6-0,/players/M/MannEr20.htm,200lb
1810,6-3,/players/M/MansRa20.htm,250lb
1811,6-4,/players/M/MaplBu20.htm,225lb
1812,6-4,/players/M/MarsBu20.htm,270lb
1813,6-2,/players/M/MartLa20.htm,270lb
1814,6-3,/players/M/McKiDo20.htm,230lb
1815,6-3,/players/M/McLeBr00.htm,225lb
1816,6-2,/players/M/MeggDa20.htm,220lb
1817,5-11,/players/M/MendMa21.htm,200lb
1818,6-4,/players/M/MiriRe20.htm,250lb
1819,6-2,/players/M/MunsBi00.htm,203lb
1820,6-3,/players/M/MurdLe20.htm,245lb
1821,6-0,/players/N/NelsBe21.htm,185lb
1822,6-0,/players/N/NelsBi00.htm,195lb
1823,6-3,/players/N/NomiTo20.htm,260lb
1824,6-3,/players/O/OBriDa20.htm,247lb
1825,6-2,/players/O/OdomSa20.htm,235lb
1826,6-2,/players/O/ODonJo00.htm,262lb
1827,6-1,/players/O/OMahJi20.htm,228lb
1828,6-2,/players/O/OverJe20.htm,190lb
1829,6-1,/players/P/ParkCh20.htm,245lb
1830,6-2,/players/P/ParkDa00.htm,220lb
1831,6-2,/players/P/PerkBi00.htm,225lb
1832,6-3,/players/P/PerkRa00.htm,183lb
1833,6-4,/players/P/PeteAn20.htm,245lb
1834,6-4,/players/P/PetrBo21.htm,252lb
1835,6-2,/players/P/PhilGe00.htm,245lb
1836,6-4,/players/P/PillRo20.htm,242lb
1837,6-4,/players/P/PoolBo00.htm,225lb
1838,6-5,/players/P/PopeBu00.htm,195lb
1839,6-0,/players/P/PoweWa20.htm,185lb
1840,6-2,/players/P/PurnJi20.htm,229lb
1841,6-4,/players/P/PyneGe21.htm,285lb
1842,6-1,/players/R/RamsNa20.htm,200lb
1843,6-0,/players/R/RenfMe00.htm,190lb
1844,6-3,/players/R/RichJe21.htm,190lb
1845,6-5,/players/R/RichPa00.htm,229lb
1846,6-3,/players/R/RobiDa00.htm,245lb
1847,6-5,/players/R/RockWa00.htm,255lb
1848,6-5,/players/R/RosdHa20.htm,250lb
1849,5-10,/players/R/RossWi00.htm,200lb
1850,6-2,/players/R/RowlBo20.htm,235lb
1851,6-2,/players/R/RussAn00.htm,225lb
1852,6-1,/players/R/RutkEd00.htm,198lb
1853,5-11,/players/R/RydeNi00.htm,210lb
1854,6-1,/players/R/RzemTe20.htm,195lb
1855,5-11,/players/S/SaimGe00.htm,186lb
1856,6-5,/players/S/SandDa20.htm,250lb
1857,6-3,/players/S/SandLo20.htm,207lb
1858,6-2,/players/S/SchiHe20.htm,190lb
1859,6-4,/players/S/SchoRa20.htm,250lb
1860,6-3,/players/S/ScruEd20.htm,260lb
1861,5-11,/players/S/ShivRo00.htm,200lb
1862,6-3,/players/S/SiskJo20.htm,195lb
1863,6-3,/players/S/SlabLo20.htm,235lb
1864,6-2,/players/S/SlauMi00.htm,204lb
1865,6-2,/players/S/SnelMa00.htm,219lb
1866,6-3,/players/S/SnidRo20.htm,250lb
1867,6-1,/players/S/SnydAl00.htm,196lb
1868,6-2,/players/S/SoleRo20.htm,230lb
1869,5-11,/players/S/St.JLe00.htm,250lb
1870,6-1,/players/S/StalLa00.htm,230lb
1871,5-11,/players/S/StigJi00.htm,204lb
1872,6-2,/players/S/StovJe00.htm,205lb
1873,6-3,/players/S/StraMi01.htm,224lb
1874,6-4,/players/S/SuttAr20.htm,262lb
1875,6-2,/players/S/SwaiBi20.htm,230lb
1876,6-4,/players/S/SweeWa00.htm,256lb
1877,6-1,/players/S/SykeEu20.htm,201lb
1878,6-2,/players/T/TaliMi00.htm,202lb
1879,6-3,/players/T/TaylCh00.htm,210lb
1880,5-11,/players/T/TobiBi00.htm,210lb
1881,6-4,/players/T/TomxMe20.htm,249lb
1882,6-1,/players/T/TrulDo00.htm,195lb
1883,6-2,/players/T/TurnJi22.htm,205lb
1884,6-5,/players/V/VogeBo00.htm,250lb
1885,6-3,/players/W/WalkCh00.htm,250lb
1886,6-3,/players/W/WaltCh20.htm,253lb
1887,6-1,/players/W/WatsDa20.htm,245lb
1888,5-9,/players/W/WeirSa00.htm,170lb
1889,6-1,/players/W/WestDi00.htm,190lb
1890,6-2,/players/W/WillJ.20.htm,220lb
1891,6-2,/players/W/WilsBu00.htm,228lb
1892,6-2,/players/W/WilsJe20.htm,222lb
1893,6-3,/players/W/WilsJi21.htm,258lb
1894,6-1,/players/W/WoodMa00.htm,190lb
1895,6-0,/players/W/WoodTo01.htm,225lb
1896,6-5,/players/A/AmslMa20.htm,255lb
1897,6-5,/players/A/AndeRo20.htm,265lb
1898,6-3,/players/A/ApplSc20.htm,260lb
1899,6-4,/players/B/BacoCo00.htm,270lb
1900,6-5,/players/B/BakeJo22.htm,260lb
1901,6-3,/players/B/BakeRa20.htm,228lb
1902,6-1,/players/B/BeatPe00.htm,200lb
1903,5-11,/players/B/BerrBo00.htm,185lb
1904,6-3,/players/B/BowmKe20.htm,230lb
1905,6-1,/players/B/BranSo20.htm,188lb
1906,6-2,/players/B/BrowCh22.htm,220lb
1907,6-0,/players/B/BrowWi00.htm,188lb
1908,6-0,/players/B/BudkFr20.htm,194lb
1909,6-3,/players/B/BurmGe20.htm,255lb
1910,6-2,/players/B/BurnLe00.htm,228lb
1911,6-3,/players/B/ButkDi00.htm,245lb
1912,6-0,/players/B/ByrdMa20.htm,215lb
1913,6-1,/players/C/CappBo00.htm,225lb
1914,6-4,/players/C/CappDi20.htm,240lb
1915,6-3,/players/C/CarrHe20.htm,190lb
1916,6-3,/players/C/CarrJo20.htm,227lb
1917,6-4,/players/C/CarrTo20.htm,264lb
1918,6-2,/players/C/CeppGe20.htm,245lb
1919,6-2,/players/C/CernJo20.htm,240lb
1920,6-2,/players/C/ChesGe00.htm,220lb
1921,6-4,/players/C/ChobMa00.htm,215lb
1922,6-0,/players/C/ClarHa00.htm,205lb
1923,6-2,/players/C/CoffJu00.htm,215lb
1924,6-4,/players/C/CondGl20.htm,251lb
1925,6-2,/players/C/CrofDo21.htm,230lb
1926,6-3,/players/C/CurrBi00.htm,235lb
1927,6-1,/players/D/DaugBo20.htm,210lb
1928,6-3,/players/D/DaviHe20.htm,235lb
1929,6-1,/players/D/DaviTe20.htm,232lb
1930,6-3,/players/D/DawsBi20.htm,240lb
1931,6-1,/players/D/DegeDi20.htm,220lb
1932,6-2,/players/D/DensAl00.htm,208lb
1933,6-3,/players/D/DiMiTo20.htm,250lb
1934,6-2,/players/D/DonaGe00.htm,230lb
1935,6-3,/players/D/DonnGe20.htm,210lb
1936,5-10,/players/D/DuncSp00.htm,180lb
1937,6-6,/players/E/ElleCa00.htm,247lb
1938,6-3,/players/E/EmanFr20.htm,225lb
1939,6-3,/players/E/EvanBo20.htm,250lb
1940,6-5,/players/E/EvanNo00.htm,250lb
1941,6-2,/players/F/FeltBo00.htm,202lb
1942,6-4,/players/F/FergJa20.htm,240lb
1943,6-4,/players/F/FlemMa00.htm,232lb
1944,6-0,/players/F/FostGe00.htm,220lb
1945,6-4,/players/F/FrazWi00.htm,245lb
1946,6-4,/players/G/GentPe00.htm,205lb
1947,6-1,/players/G/GogoPe20.htm,190lb
1948,6-2,/players/G/GoodDo22.htm,228lb
1949,6-0,/players/G/GravWh20.htm,190lb
1950,6-3,/players/G/GrifJi20.htm,265lb
1951,6-4,/players/G/GuilTo20.htm,236lb
1952,6-1,/players/G/GulsDo20.htm,240lb
1953,6-2,/players/H/HaffMi00.htm,200lb
1954,6-3,/players/H/HaroGe20.htm,194lb
1955,6-1,/players/H/HarrMa22.htm,237lb
1956,6-2,/players/H/HausLe00.htm,235lb
1957,6-0,/players/H/HayeBo00.htm,187lb
1958,6-0,/players/H/HaymAl20.htm,194lb
1959,6-0,/players/H/HennDa00.htm,195lb
1960,6-0,/players/H/HennTo20.htm,180lb
1961,6-2,/players/H/HermDi20.htm,215lb
1962,6-5,/players/H/HettDa20.htm,250lb
1963,6-1,/players/H/HickW.00.htm,195lb
1964,6-1,/players/H/HiggJi20.htm,250lb
1965,6-3,/players/H/HilgWa20.htm,229lb
1966,6-5,/players/H/HiltJo00.htm,225lb
1967,6-2,/players/H/HintCh21.htm,235lb
1968,6-1,/players/H/HohmJo20.htm,245lb
1969,6-2,/players/H/HortBo20.htm,230lb
1970,6-1,/players/H/HuntBi00.htm,185lb
1971,6-6,/players/H/HursCh20.htm,240lb
1972,6-1,/players/J/JackSt20.htm,225lb
1973,6-3,/players/J/JeteGe20.htm,235lb
1974,6-4,/players/J/JohnMi22.htm,251lb
1975,6-4,/players/J/JohnWa00.htm,265lb
1976,6-1,/players/J/JoneWi20.htm,260lb
1977,6-1,/players/J/JoseLe00.htm,207lb
1978,6-1,/players/K/KantJo00.htm,218lb
1979,6-2,/players/K/KeatTo00.htm,247lb
1980,6-2,/players/K/KellJi02.htm,218lb
1981,6-0,/players/K/KellLe00.htm,202lb
1982,6-0,/players/K/KellMi01.htm,220lb
1983,6-4,/players/K/KinnGe20.htm,250lb
1984,6-3,/players/K/KirbJo20.htm,230lb
1985,6-3,/players/K/KirnGa20.htm,255lb
1986,6-0,/players/K/KopaDa00.htm,218lb
1987,6-4,/players/K/KortKe20.htm,280lb
1988,6-3,/players/K/KotiRi00.htm,233lb
1989,6-3,/players/K/KoyxEr00.htm,230lb
1990,6-3,/players/K/KrauPa00.htm,200lb
1991,6-2,/players/K/KrusBo20.htm,259lb
1992,6-5,/players/K/KubaRa20.htm,265lb
1993,6-3,/players/L/LaceBo20.htm,205lb
1994,6-3,/players/L/LaLoRo20.htm,255lb
1995,6-1,/players/L/LaneGa00.htm,210lb
1996,6-1,/players/L/LaneMa00.htm,220lb
1997,6-1,/players/L/LangIz00.htm,232lb
1998,6-4,/players/L/LatzPa20.htm,240lb
1999,6-5,/players/L/LeeuDi20.htm,242lb
2000,6-3,/players/L/LewiGa01.htm,225lb
2001,5-9,/players/L/LewiSh20.htm,158lb
2002,6-0,/players/L/LinhTo20.htm,178lb
2003,6-3,/players/L/LiskPe00.htm,200lb
2004,5-10,/players/L/LittFl00.htm,196lb
2005,6-3,/players/L/LongBo00.htm,205lb
2006,6-1,/players/L/LongTo21.htm,200lb
2007,6-1,/players/L/LoonJo00.htm,230lb
2008,6-1,/players/L/LothBi20.htm,194lb
2009,6-5,/players/L/LothEd20.htm,270lb
2010,6-6,/players/L/LurtBo20.htm,250lb
2011,6-1,/players/M/MangJo20.htm,270lb
2012,6-3,/players/M/MaplBo00.htm,250lb
2013,6-0,/players/M/MartAa20.htm,190lb
2014,6-4,/players/M/MartBi00.htm,238lb
2015,6-0,/players/M/MartPa20.htm,187lb
2016,6-1,/players/M/McClWa20.htm,225lb
2017,6-1,/players/M/McCoLl20.htm,245lb
2018,6-3,/players/M/McDoJo21.htm,260lb
2019,6-1,/players/M/McNeTo20.htm,195lb
2020,6-0,/players/M/McWaBi00.htm,225lb
2021,6-4,/players/M/MeliMi20.htm,245lb
2022,6-1,/players/M/MeyeJo20.htm,225lb
2023,5-10,/players/M/MillPe00.htm,180lb
2024,6-0,/players/M/MiraGe00.htm,190lb
2025,6-2,/players/M/MitcEd20.htm,285lb
2026,6-5,/players/M/MoldFr20.htm,276lb
2027,6-5,/players/M/MoraJi21.htm,275lb
2028,6-4,/players/M/MorgMi20.htm,242lb
2029,6-4,/players/M/MoriMi00.htm,238lb
2030,6-4,/players/M/MorrJo03.htm,254lb
2031,6-2,/players/M/MuddHo00.htm,254lb
2032,6-1,/players/N/NancJi00.htm,235lb
2033,5-10,/players/N/NettJi20.htm,177lb
2034,6-2,/players/N/NichBo00.htm,220lb
2035,6-4,/players/N/NortJi21.htm,254lb
2036,6-3,/players/N/NowaTo00.htm,230lb
2037,6-3,/players/O/OatsCa20.htm,260lb
2038,5-11,/players/O/OdlePh00.htm,195lb
2039,6-5,/players/O/OgdeRa00.htm,225lb
2040,6-2,/players/P/PhilMe20.htm,198lb
2041,6-1,/players/P/PlumDa20.htm,200lb
2042,6-4,/players/P/PoweTi20.htm,248lb
2043,6-3,/players/P/PridDa20.htm,225lb
2044,6-4,/players/P/PrudRe20.htm,250lb
2045,6-1,/players/R/RadeBi00.htm,190lb
2046,6-2,/players/R/RakeLa00.htm,195lb
2047,6-2,/players/R/RasmWa20.htm,175lb
2048,6-1,/players/R/RechDa20.htm,245lb
2049,6-4,/players/R/ReebLu20.htm,285lb
2050,6-0,/players/R/ReedSm00.htm,215lb
2051,6-2,/players/R/ReedTa20.htm,200lb
2052,6-3,/players/R/ReilMi20.htm,225lb
2053,6-0,/players/R/RhomJe00.htm,190lb
2054,6-2,/players/R/RichGl00.htm,200lb
2055,6-4,/players/R/RissRa20.htm,250lb
2056,6-0,/players/R/RobeAr00.htm,190lb
2057,5-9,/players/R/RobeWa00.htm,163lb
2058,5-11,/players/R/RoseGe22.htm,200lb
2059,6-2,/players/R/RoyxFr20.htm,230lb
2060,6-4,/players/R/RushJe20.htm,265lb
2061,6-6,/players/S/SandBi20.htm,252lb
2062,6-4,/players/S/SchmJo22.htm,250lb
2063,6-3,/players/S/SchmRo20.htm,248lb
2064,6-2,/players/S/SchuGr20.htm,240lb
2065,6-3,/players/S/SchuHa00.htm,260lb
2066,6-1,/players/S/SchwBo00.htm,190lb
2067,6-3,/players/S/SealGe20.htm,260lb
2068,6-2,/players/S/SellGo20.htm,198lb
2069,6-2,/players/S/SherBo20.htm,195lb
2070,6-0,/players/S/ShinDi00.htm,201lb
2071,6-0,/players/S/SimmJe00.htm,190lb
2072,6-5,/players/S/SimpHo20.htm,230lb
2073,5-11,/players/S/SmitAl00.htm,202lb
2074,5-11,/players/S/SmitAl21.htm,195lb
2075,6-0,/players/S/SmitBo00.htm,203lb
2076,6-5,/players/S/SmitRo03.htm,220lb
2077,6-5,/players/S/SnorMa20.htm,250lb
2078,6-3,/players/S/SnowJi20.htm,255lb
2079,6-2,/players/S/SortRi20.htm,235lb
2080,6-3,/players/S/StauRo00.htm,197lb
2081,6-2,/players/S/stenejan01.htm,187lb
2082,6-3,/players/S/StofJo00.htm,210lb
2083,6-2,/players/S/SundMi00.htm,250lb
2084,6-1,/players/S/SweeKa00.htm,203lb
2085,6-0,/players/S/SzczJo20.htm,245lb
2086,6-3,/players/T/TaylOt00.htm,215lb
2087,6-5,/players/T/TensSt00.htm,215lb
2088,6-1,/players/T/ThomGe01.htm,210lb
2089,6-3,/players/T/ThurSt00.htm,222lb
2090,6-1,/players/T/ToddLa00.htm,185lb
2091,6-0,/players/T/TramAl20.htm,190lb
2092,6-2,/players/T/TrayWa20.htm,218lb
2093,6-3,/players/T/TurnHe20.htm,230lb
2094,5-11,/players/T/TurnVi20.htm,190lb
2095,6-1,/players/U/UndeOl20.htm,220lb
2096,6-0,/players/V/VanRDi20.htm,218lb
2097,6-4,/players/V/VossLl20.htm,256lb
2098,6-2,/players/W/WadeTo00.htm,195lb
2099,6-3,/players/W/WalkWi00.htm,200lb
2100,6-2,/players/W/WaltTo20.htm,195lb
2101,6-0,/players/W/WarfPa00.htm,188lb
2102,6-3,/players/W/WarwLo20.htm,238lb
2103,6-4,/players/W/WaytRu20.htm,235lb
2104,6-1,/players/W/WellWa00.htm,190lb
2105,6-3,/players/W/WilcDa00.htm,241lb
2106,6-0,/players/W/WillBo22.htm,205lb
2107,6-3,/players/W/WillCl20.htm,194lb
2108,6-2,/players/W/WillSi20.htm,235lb
2109,6-0,/players/W/WillWi00.htm,190lb
2110,6-4,/players/W/WindBo00.htm,220lb
2111,5-11,/players/W/WoodGa00.htm,192lb
2112,6-6,/players/W/WrigSt20.htm,250lb
2113,6-1,/players/Y/YounBo00.htm,270lb
2114,6-3,/players/A/AlfoMi20.htm,230lb
2115,6-0,/players/A/AlliJi00.htm,215lb
2116,6-2,/players/A/AndeDo00.htm,215lb
2117,6-6,/players/A/AndrLo20.htm,230lb
2118,6-1,/players/A/AsbuWi00.htm,226lb
2119,6-2,/players/A/AtkiAl00.htm,230lb
2120,6-2,/players/A/AvezJo20.htm,235lb
2121,6-1,/players/B/BadaRi20.htm,190lb
2122,6-1,/players/B/BaldBo20.htm,225lb
2123,6-8,/players/B/BergRo20.htm,290lb
2124,6-4,/players/B/BiggVe00.htm,275lb
2125,6-1,/players/B/BileFr00.htm,190lb
2126,6-0,/players/B/BirdRo20.htm,200lb
2127,6-2,/players/B/BleiTo20.htm,200lb
2128,6-1,/players/B/BlyeRo00.htm,202lb
2129,5-11,/players/B/BoozEm00.htm,195lb
2130,6-3,/players/B/BradPh20.htm,210lb
2131,6-3,/players/B/BreiBo20.htm,265lb
2132,6-3,/players/B/BrigBi20.htm,245lb
2133,6-5,/players/B/BrowAa20.htm,255lb
2134,6-5,/players/B/BrowAl00.htm,235lb
2135,6-3,/players/B/BrowBa00.htm,230lb
2136,6-2,/players/B/BrowBo02.htm,225lb
2137,6-2,/players/B/BrowCh27.htm,200lb
2138,6-4,/players/B/BrowFr21.htm,240lb
2139,6-2,/players/B/BrunSa20.htm,270lb
2140,6-2,/players/B/BudnBi20.htm,218lb
2141,6-3,/players/B/BurnBo01.htm,210lb
2142,6-0,/players/B/BussGe20.htm,190lb
2143,5-9,/players/B/ButlCa00.htm,194lb
2144,6-2,/players/C/CanaJu20.htm,250lb
2145,6-2,/players/C/CarrJi21.htm,230lb
2146,6-1,/players/C/CaveRo20.htm,225lb
2147,6-1,/players/C/ChapJa20.htm,225lb
2148,5-10,/players/C/ChriEa20.htm,195lb
2149,6-0,/players/C/CiccMi20.htm,225lb
2150,6-3,/players/C/ConcJa00.htm,205lb
2151,6-0,/players/C/CorcKi00.htm,200lb
2152,6-3,/players/C/CordOl21.htm,185lb
2153,6-3,/players/C/CoxxLa20.htm,255lb
2154,6-7,/players/C/CrenLe20.htm,280lb
2155,6-3,/players/C/CrocBo00.htm,200lb
2156,6-5,/players/C/CronBi00.htm,231lb
2157,5-10,/players/C/CunnJa20.htm,185lb
2158,6-3,/players/C/CurtMi00.htm,232lb
2159,6-2,/players/D/DAmaMi20.htm,205lb
2160,6-6,/players/D/DaviDo21.htm,285lb
2161,6-4,/players/D/DaviMa20.htm,252lb
2162,6-2,/players/D/DeLoSt00.htm,252lb
2163,6-1,/players/D/DialBe00.htm,185lb
2164,6-4,/players/D/DotsAl20.htm,260lb
2165,6-5,/players/D/DrunEl20.htm,265lb
2166,6-4,/players/D/DudeMi20.htm,245lb
2167,6-6,/players/D/DuncRo20.htm,255lb
2168,6-2,/players/D/DuraPe20.htm,250lb
2169,6-4,/players/E/EastRo20.htm,250lb
2170,6-3,/players/E/EdwaCi00.htm,230lb
2171,6-1,/players/E/ElkiLa00.htm,192lb
2172,6-2,/players/E/EmelPe00.htm,213lb
2173,6-4,/players/F/FarrJo20.htm,245lb
2174,6-1,/players/F/FarrMi01.htm,190lb
2175,6-1,/players/F/FausPa20.htm,225lb
2176,5-10,/players/F/FletBi20.htm,190lb
2177,6-1,/players/F/FranJa00.htm,210lb
2178,6-2,/players/F/FredTu00.htm,220lb
2179,6-3,/players/G/GagnLa20.htm,240lb
2180,6-2,/players/G/GallFr20.htm,245lb
2181,6-0,/players/G/GreeCh00.htm,190lb
2182,6-2,/players/G/GreeFr21.htm,230lb
2183,6-1,/players/G/GreeRo22.htm,200lb
2184,6-4,/players/H/HarrJi21.htm,280lb
2185,5-11,/players/H/HarrRi22.htm,182lb
2186,6-2,/players/H/HartDi20.htm,253lb
2187,6-5,/players/H/HarvJi20.htm,255lb
2188,6-0,/players/H/HathDa20.htm,195lb
2189,6-1,/players/H/HeckSt00.htm,195lb
2190,6-1,/players/H/HeidJi20.htm,185lb
2191,6-3,/players/H/HendJo00.htm,195lb
2192,6-6,/players/H/HensKe20.htm,260lb
2193,6-3,/players/H/HighBu20.htm,247lb
2194,6-2,/players/H/HillFr00.htm,215lb
2195,6-0,/players/H/HillGa20.htm,200lb
2196,6-6,/players/H/HiltRo20.htm,240lb
2197,6-5,/players/H/HineGl00.htm,265lb
2198,6-7,/players/H/HoffJo20.htm,260lb
2199,6-2,/players/H/HolmJo21.htm,248lb
2200,6-1,/players/H/HoweMi20.htm,195lb
2201,6-0,/players/H/HuarJo00.htm,185lb
2202,5-11,/players/H/HudlFl20.htm,195lb
2203,6-2,/players/H/HudsJi20.htm,210lb
2204,5-11,/players/H/HughCh00.htm,173lb
2205,5-11,/players/I/IacaCo20.htm,209lb
2206,6-0,/players/J/JackT.20.htm,180lb
2207,6-2,/players/J/JameCl00.htm,190lb
